,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
830,INV-24310500027,02-01-2020,4234,Fareway Stores #788 / Spencer,104 E Eighth St,Spencer,51301,POINT (-95.143388 43.145797),21,CLAY,1081600,Whiskey Liqueur,259,Heaven Hill Brands,27453,Cinerator Mini,8,50,6.38,9.57,1,6.38,0.05,0.01
831,INV-24291900030,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1081400,American Schnapps,434,LUXCO INC,81206,Paramount Peppermint Schnapps,12,750,4,6,1,6,0.75,0.19
832,INV-24308900026,02-01-2020,4698,Quality Quick Stop,201 W Burlington Ave,Fairfield,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69611,Dr McGillicuddys Apple Pie,12,750,8.66,12.99,2,25.98,1.5,0.39
833,INV-24296900082,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1011600,Straight Rye Whiskies,65,Jim Beam Brands,27189,Basil Hayden Dark Rye,6,750,23.62,35.43,6,212.58,4.5,1.18
834,INV-24313000027,02-01-2020,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,6,171,10.5,2.77
835,INV-24304700027,02-01-2020,5078,Casey's General Store #2096 / Counci,2301 S 24th St,Council Bluffs,51501,POINT (-95.879335 41.238763),78,POTTAWATTA,1031200,American Flavored Vodka,380,Phillips Beverage,41703,UV Red Cherry Mini,12,50,4.4,6.6,12,79.2,0.6,0.15
836,INV-24306200008,02-01-2020,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,74801,Jack Daniels Tennessee Apple,12,750,15.57,23.36,1,23.36,0.75,0.19
837,INV-24303800010,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34026,Absolut Peppar,12,750,9.99,14.99,12,179.88,9,2.37
838,INV-24305900038,02-01-2020,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35316,Barton Vodka,12,750,3.37,5.06,12,60.72,9,2.37
839,INV-24292200014,02-01-2020,5564,Casey's General Store #2785 / Ankeny,1602 W 1st St,Ankeny,50023,POINT (-93.621965 41.731846),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38180,Titos Handmade Vodka Mini,5,50,12.8,19.2,1,19.2,0.05,0.01
840,INV-24304500089,02-01-2020,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59037,Desert Island Long Island Iced Tea Cocktail,12,1000,3.7,5.55,12,78.48,12,3.17
841,INV-24306200042,02-01-2020,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10836,Crown Royal Black,12,750,17,25.5,3,76.5,2.25,0.59
842,INV-24312300007,02-01-2020,3695,Mrs. B's Liquor,623 S Marion St,Remsen,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12,3.17
843,INV-24294400007,02-01-2020,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876107 42.063831),8,BOONE,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10808,Crown Royal Regal Apple,12,1000,18.89,28.34,12,340.08,12,3.17
844,INV-24309700085,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,6,9,4,36,3,0.79
845,INV-24304500017,02-01-2020,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1012400,Irish Whiskies,421,SAZERAC COMPANY  INC,15818,Paddy Old Irish Whiskey,12,750,10,15,3,45,2.25,0.59
846,INV-24295800108,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1022200,100% Agave Tequila,410,Patron Spirits Company,89626,Patron Reposado,12,750,28.5,42.75,1,42.75,0.75,0.19
847,INV-24290800062,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1032100,Imported Vodkas,35,BACARDI USA INC,34423,Grey Goose,12,375,9.25,13.88,2,27.76,0.75,0.19
848,INV-24313100020,02-01-2020,4709,Walgreens #12108 / Ames,2719 Grand Ave,Ames,50010,POINT (-93.620635 42.048974),85,STORY,1041100,American Dry Gins,370,PERNOD RICARD USA,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,24,122.16,9,2.37
849,INV-24307200034,02-01-2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,POINT (-92.408085 41.049854),90,WAPELLO,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
850,INV-24310600124,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1081200,Cream Liqueurs,300,McCormick Distilling Co.,65204,Tequila Rose Liqueur Mini,6,50,5,7.5,1,7.5,0.05,0.01
851,INV-24300600041,02-01-2020,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona,50511,POINT (-94.235955 43.08091),55,KOSSUTH,1031200,American Flavored Vodka,205,E & J Gallo Winery,39492,New Amsterdam Pink Whitney,12,750,7.5,11.25,6,67.5,4.5,1.18
852,INV-24297300003,02-01-2020,5070,Jeff's Market / Wilton,101 E 4th St,Wilton,52778,POINT (-91.016579 41.58873),70,MUSCATINE,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,6,103.98,10.5,2.77
853,INV-24307700009,02-01-2020,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19068,Jim Beam,6,1750,21,31.5,24,756,42,11.09
854,INV-24294900059,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,9.06,13.59,3,40.77,0.15,0.03
855,INV-24310900004,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26906,Jack Daniels Single Barrel,6,750,27.59,41.39,2,82.78,1.5,0.39
856,INV-24314600021,02-01-2020,4382,Kum & Go #8 / 8th St / WDM,1293 8th Ave,West Des Moines,50265,POINT (-93.619787 41.60566),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89194,Jose Cuervo Especial Reposado Flask,24,375,5.5,8.25,5,41.25,1.87,0.49
857,INV-24315000043,02-01-2020,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,10,71.3,3.75,0.99
858,INV-24290900085,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1052100,Imported Brandies,420,MOET HENNESSY USA,48099,Hennessy VS,24,200,6.49,9.74,6,58.44,1.2,0.31
859,INV-24293600014,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1012400,Irish Whiskies,240,William Grant & Sons Inc,15940,Tullamore Dew Irish Whisky,12,750,15,22.5,3,67.5,2.25,0.59
860,INV-24290400058,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68031,Baileys Original Irish Cream Mini,4,1000,44.7,67.05,2,75.76,2,0.52
861,INV-24314500017,02-01-2020,3877,Target Store T-2041 / Des Moines,5901 Douglas Ave,Des Moines,50322,POINT (-93.699209 41.629529),77,Polk,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,12,117,9,2.37
862,INV-24310600092,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1062500,Flavored Rum,370,PERNOD RICARD USA,42718,Malibu Coconut Rum,6,1750,16.99,25.49,6,152.94,10.5,2.77
863,INV-24294900163,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64755,Ciroc Red Berry,12,750,16.49,24.74,2,49.48,1.5,0.39
864,INV-24303100028,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1031200,American Flavored Vodka,259,Heaven Hill Brands,40152,Deep Eddy Cranberry,12,750,8.5,12.75,12,153,9,2.37
865,INV-24307600015,02-01-2020,3949,Wal-Mart 0751 / Pella,1650 Washington St,Pella,50219,POINT (-92.933676 41.410379),63,MARION,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,10.5,15.75,24,378,18,4.75
866,INV-24310200016,02-01-2020,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK,1041100,American Dry Gins,434,LUXCO INC,31657,Paramount Gin,12,1000,4.3,6.45,1,6.45,1,0.26
867,INV-24293800024,02-01-2020,3899,Wal-Mart 3762 / WDM,6365 Stagecoach Dr,West Des Moines,50266,POINT (-93.795512 41.558107),77,POLK,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9,2.37
868,INV-24292800001,02-01-2020,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59231,Ice Box Mudslide,6,1750,5,7.5,1,8.15,1.75,0.46
869,INV-24291900015,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1031100,American Vodkas,380,Phillips Beverage,37338,UV Vodka PET,6,1750,10.99,16.49,2,32.98,3.5,0.92
870,INV-24299200028,02-01-2020,4453,SID'S GAS and GROCERIES,"1116, Hwy 69 South",Forest City,50436,POINT (-93.637202 43.24898100000001),95,WINNEBAGO,1011200,Straight Bourbon Whiskies,619,Campari America,22155,Wild Turkey 101 Round,12,375,6.5,9.75,1,9.75,0.37,0.09
871,INV-24298500026,02-01-2020,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1031200,American Flavored Vodka,205,E & J Gallo Winery,40193,New Amsterdam Pineapple,12,750,7.5,11.25,48,540,36,9.51
872,INV-24303800024,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96,12,3.17
873,INV-24295200039,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1041100,American Dry Gins,370,PERNOD RICARD USA,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,2,10.18,0.75,0.19
874,INV-24306800068,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57181,Chi-Chi's Pineapple Margarita,6,1750,6.5,9.75,6,55.56,10.5,2.77
875,INV-24302200005,02-01-2020,4602,Cheap Smokes / Beer City,58231 190th St,Pacific Junction,51561,POINT (-95.822983 41.041739),65,MILLS,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10809,Crown Royal Regal Apple,6,1750,31.99,47.99,2,95.98,3.5,0.92
876,INV-24293700018,02-01-2020,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,18,282.24,31.5,8.32
877,INV-24312800003,02-01-2020,5709,JW Liquor,4518 Mortonsen Street Suite #109,Ames,50014,POINT (-93.619787 41.60566),85,STORY,1031200,American Flavored Vodka,205,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,6,31.5,2.25,0.59
878,INV-24308400013,02-01-2020,5633,Home Town Wine & Spirits,1202 A Ave E,Oskaloosa,52577,POINT (-92.631487 41.296286),62,MAHASKA,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25607,Seagrams 7 Crown,12,1000,8,12,12,144,12,3.17
879,INV-24304100041,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,2,31.36,1.5,0.39
880,INV-24291100006,02-01-2020,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1031100,American Vodkas,380,Phillips Beverage,37664,Row Vodka Mini,12,50,3.51,5.27,2,10.54,0.1,0.02
881,INV-24305600006,02-01-2020,3811,Wal-Mart 1431 / Keokuk,300 North Park Dr,Keokuk,52632,POINT (-91.407263 40.418589),56,LEE,1031200,American Flavored Vodka,380,Phillips Beverage,41693,UV Blue Raspberry,12,750,6.5,9.75,12,117,9,2.37
882,INV-24296900045,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34078,Absolut Vanilia,12,1000,12.49,18.74,12,224.88,12,3.17
883,INV-24295500009,02-01-2020,4634,Kwik Shop #565 / Cedar Rapids,"4201, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.665659 42.021931),57,LINN,1011100,Blended Whiskies,65,Jim Beam Brands,27544,Red Stag Black Cherry,12,750,10.5,15.75,1,15.75,0.75,0.19
884,INV-24311100008,02-01-2020,5293,The Boonedocks,"228, N Hwy 71",Arnolds Park,51331,POINT (-95.125928 43.370941),30,DICKINSON,1062200,White Rum,35,BACARDI USA INC,43125,Bacardi Superior PET,12,750,8.26,12.39,12,148.68,9,2.37
885,INV-24308800090,02-01-2020,2601,Hy-Vee Food Store / Fairfield,1300 West Burlington Ave,Fairfield,52556,POINT (-91.978702 41.006456),51,JEFFERSON,1091200,Neutral Grain Spirits,229,DEHNER DISTILLERY,42149,Dehner Distillery 151,12,750,7.49,11.24,3,33.72,2.25,0.59
886,INV-24302900012,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34051,Absolut Raspberri,12,1000,12.49,18.74,12,224.88,12,3.17
887,INV-24291400001,02-01-2020,5590,Casey's General Store #1941 / Ankeny,1010 SE Oralabor Rd,Ankeny,50021,POINT (-93.581993 41.702885),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,30,45,5,225,0.25,0.06
888,INV-24309500007,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1042100,Imported Dry Gins,240,William Grant & Sons Inc,28627,Hendricks Gin,6,1000,21.67,32.51,2,65.02,2,0.52
889,INV-24296900139,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1012400,Irish Whiskies,370,PERNOD RICARD USA,15667,Jameson Black Barrel,12,750,21.48,32.22,3,96.66,2.25,0.59
890,INV-24310500014,02-01-2020,4234,Fareway Stores #788 / Spencer,104 E Eighth St,Spencer,51301,POINT (-95.143388 43.145797),21,CLAY,1081200,Cream Liqueurs,259,Heaven Hill Brands,68126,Carolans Irish Cream,12,750,9,13.5,5,63.75,3.75,0.99
891,INV-24290400079,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28865,Tanqueray Gin,24,375,6.99,10.49,4,41.96,1.5,0.39
892,INV-24292300029,02-01-2020,4725,Casey's General Store #1548 / Ankeny,2905 W  1st St,Ankeny,50023,POINT (-93.638498 41.731708),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,50,5.65,8.48,3,25.44,0.15,0.03
893,INV-24290800126,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita,6,1750,6.5,9.75,6,55.56,10.5,2.77
894,INV-24307800027,02-01-2020,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12,3.17
895,INV-24296900104,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1012300,Single Malt Scotch,260,DIAGEO AMERICAS,5430,Lagavulin 16YR,12,750,62.99,94.49,3,227.22,2.25,0.59
896,INV-24313300024,02-01-2020,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1091100,American Distilled Spirit Specialty,116,BAD BEAR ENTERPRISES LLC,74829,Iowa Legendary Rye Black Label,6,750,24,36,1,36,0.75,0.19
897,INV-24315000034,02-01-2020,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,48,129.6,18,4.75
898,INV-24292700011,02-01-2020,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,2,49.48,1.5,0.39
899,INV-24310400009,02-01-2020,5688,Dyno's #40 / Spencer,1001 S Grand Ave,Spencer,51301,POINT (-95.143701 43.12759),21,CLAY,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
900,INV-24305900059,02-01-2020,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.99,4.49,24,107.76,9,2.37
901,INV-24299500056,02-01-2020,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69638,Dr McGillicuddys Cherry,6,1750,14.66,21.99,6,131.94,10.5,2.77
902,INV-24308100013,02-01-2020,2600,Hy-Vee Food Store / Oskaloosa,110  S  D  St,Oskaloosa,52577,POINT (-92.649764 41.295218),62,MAHASKA,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,6,70.56,10.5,2.77
903,INV-24293900215,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1082000,Imported Cordials & Liqueurs,619,Campari America,64636,Campari Italian Aperitivo,12,750,16.5,24.75,6,139.5,4.5,1.18
904,INV-24296600007,02-01-2020,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1062500,Flavored Rum,370,PERNOD RICARD USA,42712,Malibu Coconut Rum Mini,12,50,4.95,7.43,1,7.43,0.05,0.01
905,INV-24291800042,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Black,12,750,8,12,12,144,9,2.37
906,INV-24290400090,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1062400,Spiced Rum,240,William Grant & Sons Inc,45884,Sailor Jerry Spiced Navy Rum,24,375,4.8,7.2,4,28.8,1.5,0.39
907,INV-24313000040,02-01-2020,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,12,197.88,12,3.17
908,INV-24306100006,02-01-2020,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1081400,American Schnapps,65,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.5,9.75,12,117,9,2.37
909,INV-24302300023,02-01-2020,5259,Gameday Liquor,924 Locust St,Glenwood,51534,POINT (-95.916235 41.284951),65,MILLS,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,3,33.72,2.25,0.59
910,INV-24294000073,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,87280,Casamigos Blanco,6,750,26.84,40.26,6,241.56,4.5,1.18
911,INV-24299000008,02-01-2020,2685,Hy-Vee -Garner,255 West US HWY 18,Garner,50438,POINT (-93.598203 43.105778),41,HANCOCK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10809,Crown Royal Regal Apple,6,1750,31.99,47.99,6,287.94,10.5,2.77
912,INV-24295000015,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1062200,White Rum,35,BACARDI USA INC,43127,Bacardi Superior,12,1000,9.5,14.25,24,342,24,6.34
913,INV-24307800017,02-01-2020,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,12,129.6,21,5.54
914,INV-24306700008,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1022100,Mixto Tequila,395,PROXIMO,89197,Jose Cuervo Especial Reposado,12,1000,13,19.5,12,234,12,3.17
915,INV-24300300083,02-01-2020,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1051100,American Brandies,55,SAZERAC NORTH AMERICA,55066,Mr Boston Blackberry Brandy,12,750,4.17,6.26,1,6.26,0.75,0.19
916,INV-24296900005,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1022100,Mixto Tequila,395,PROXIMO,89197,Jose Cuervo Especial Reposado,12,1000,13,19.5,24,468,24,6.34
917,INV-24297600007,02-01-2020,4970,Jeff's Market / West Liberty,"200, E 3rd St",West Liberty,52776,POINT (-91.26158700000002 41.569916),70,MUSCATINE,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Label Flat,24,375,7.5,11.25,2,22.5,0.75,0.19
918,INV-24295200027,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,8,22.32,3,0.79
919,INV-24313000037,02-01-2020,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1031100,American Vodkas,380,Phillips Beverage,37338,UV Vodka PET,6,1750,10.99,16.49,6,98.94,10.5,2.77
